CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Total_Trans_Amt,Total_Trans_Ct
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,1678,40
710572458,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,4,2069,43
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,6,1222,23
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,1536,37
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1400,31
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,1050,28
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,1389,33
787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,1184,29
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,5,2093,42
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,2,678,11
714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,2,1467,29
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,5,1219,27
709494483,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,4,1730,36
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,1025,28
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,1165,33
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2133,55
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,3,1122,13
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1083,22
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,1234,23
709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,1277,23
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,4,1843,35
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,1747,49
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,1166,22
708820308,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,1326,31
710558058,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,1619,36
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,1285,16
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1142,28
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1190,46
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1052,24
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,1628,38
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,1740,32
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,4,1378,29
709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,996,26
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,3,1389,32
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,5,1365,38
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,5,1715,43
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,1582,25
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,6,1220,22
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,715,13
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,3,2552,49
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,3,1106,31
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,6,1731,34
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,5,1435,32
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,5,1882,38
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,5,2058,34
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,1658,32
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,1334,32
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,1441,29
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,6,1371,39
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,1991,38
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,1278,22
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,1734,39
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,1330,34
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,4,1787,31
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,1672,32
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,1439,41
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1558,31
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,1795,47
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,6,893,22
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,1099,27
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,1408,23
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,6,1893,15
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,1151,31
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,5,1519,31
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,1245,25
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,1102,27
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,5,1402,33
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,6,1060,30
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,3,1459,35
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,4,1456,39
809608533,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,6,1439,48
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,6,1353,24
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,5,1173,32
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,1746,28
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,3,1279,28
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,4,1307,29
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,6,1473,37
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,6,1805,37
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,4,1421,23
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,6,1272,37
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,3,1409,34
708288108,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,647,15
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,1275,25
810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,6,1270,27
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,3,1702,37
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6,1256,26
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,6,3178,53
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,5,1626,29
818942433,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,6,1562,33
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,1960,57
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1154,38
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,5,1629,38
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,3,1226,25
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,5,1743,27
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,1139,39
788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,1073,21
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,683,17
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,42,3,1159,32
712372158,Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,33,6,1859,47
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,6,1205,28
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,5,1409,37
714639783,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,34,3,1000,18
709311633,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36,6,1209,39
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,5,1366,25
717292758,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,47,5,1161,44
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49,4,1512,38
715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1750,35
778871508,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,6,1170,24
779462433,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,37,3,2218,50
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,36,3,1198,33
709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,1329,26
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,857,36
717276708,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,36,3,1470,30
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,1435,25
753606108,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,49,3,1093,22
710940183,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,38,6,715,20
718927533,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,32,5,1512,42
719337408,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,36,6,2399,43
772308408,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,33,6,906,22
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,3,1052,16
790099758,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,33,4,975,11
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,783,20
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,30,6,990,21
713134458,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,4,1097,24
712159083,Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,46,2,901,35
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,1327,41
771180033,Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,34,6,1814,31
717916758,Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,56,4,1365,34
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,3,1058,34
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,46,6,1476,38
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,22,6,1230,36
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1581,44
718281408,Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,25,3,1534,29
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,1612,39
794496033,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,38,6,1302,36
710519433,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,36,3,1439,40
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,5,1724,45
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,36,5,1784,35
788386908,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,3,1156,29
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,34,6,2556,49
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,44,3,1590,37
711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,40,1,884,19
712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1,973,25
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,47,3,1447,30
789129033,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,32,5,1150,26
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,3,1193,21
789842283,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,3,706,21
714513033,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,36,6,1257,23
714717483,Existing Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,29,5,1303,35
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,31,3,1306,39
719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,748,20
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,36,6,1774,42
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5,1209,25
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,6,1074,31
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,6,1786,50
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,46,4,1456,36
803366358,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,29,5,1300,25
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,36,3,1470,42
781794708,Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,29,2,715,25
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,44,4,1198,24
710677608,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,1556,43
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,49,5,1606,30
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2,929,31
717469158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,30,6,1606,54
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,1199,32
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,2400,60
710665533,Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,23,4,1337,44
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,3,1270,33
767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,2,654,14
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,37,3,1909,54
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,922,25
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36,5,1158,42
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,6,1323,26
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,46,4,1025,35
721043058,Existing Customer,58,M,4,Unknown,Married,$60K - $80K,Blue,44,5,1700,35
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,1628,51
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,1377,32
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,4,1517,33
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,5,1528,25
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1329,24
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,4,1505,33
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,1172,38
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,35,3,1646,39
709913733,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,36,4,1693,32
718768158,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,48,3,1336,23
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,36,5,1289,19
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,42,4,1416,32
822893133,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,52,6,1608,33
778465533,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,40,3,1885,51
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,1744,53
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,42,6,1922,48
708095133,Existing Customer,43,M,4,Unknown,Unknown,$120K +,Blue,34,5,1448,29
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,6,1300,36
772735758,Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,34,6,1366,31
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,1439,39
778239933,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,6,1241,46
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,1917,33
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,1391,39
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,4,1246,31
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,1248,27
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3,1936,44
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,2375,63
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,1238,25
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,1626,41
716223708,Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,3,791,22
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,5,1204,28
819352983,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,5,1300,33
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,3,1612,47
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,1071,28
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,1378,37
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,1100,29
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,2052,45
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,1349,33
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1215,36
719443683,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,39,3,1149,25
715449333,Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,47,5,2354,50
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,6,2644,40
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,3,918,14
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,3,1362,31
721183983,Existing Customer,48,M,4,High School,Married,$120K +,Blue,31,6,1222,37
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,4,1364,32
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,4,1463,40
780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,49,5,1631,31
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,4,1878,55
719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,6,1489,32
715158483,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,3,1437,37
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,4,1313,37
778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,4,1290,38
796532958,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,53,4,1975,49
709345008,Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,39,1,807,22
717049533,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,5,1438,28
719366358,Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,6,1233,29
721417233,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,3,709,27
711622683,Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,30,4,1597,39
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,6,1283,28
